#FeatureId,DATA_DATE,DATA_SRCE,DEC_LONG,DEC_LAT,PID,NAME,STATE,COUNTY,QUAD,LATITUDE,LONGITUDE,POS_DATUM,DATUM_TAG,POS_SRCE,ELEVATION,ELEV_DATUM,ELEV_SRCE,ELLIP_HT,ELLIP_SRCE,POS_ORDER,POS_CHECK,ELEV_ORDER,ELEV_CLASS,ELEV_CHECK,DIST_RATE,ELLP_ORDER,ELLP_CLASS,FIRST_RECV,LAST_RECV,LAST_COND,LAST_RECBY,SAT_USE,SAT_DATE,STABILITY
135,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1321,-106.64028, 35.07395,FO1321,I25 28,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 04 26.22985(N),106 38 24.99360(W),NAD 83,(1992),ADJUSTED  , 1530.91 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050521,GOOD            ,GEOCAC,Y,20050521,C
136,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1314,-106.63932, 35.06950,FO1314,I25 29,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 04 10.21414(N),106 38 21.54117(W),NAD 83,(1992),ADJUSTED  , 1534.40 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050521,GOOD            ,GEOCAC,N,20050521,C
137,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1308,-106.63848, 35.05994,FO1308,I25 30,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 03 35.79164(N),106 38 18.53755(W),NAD 83,(1992),ADJUSTED  , 1536.592,NAVD 88 ,ADJUSTED  ,,,2,Y,1,2,Y,,,,1969    ,20041221,GOOD            ,GEOCAC,N,20041221,C
138,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1306,-106.63770, 35.04068,FO1306,I25 31,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 02 26.45388(N),106 38 15.70870(W),NAD 83,(1992),ADJUSTED  , 1542.96 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20041221,MARK NOT FOUND  ,GEOCAC,,,C
139,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1310,-106.63816, 35.02321,FO1310,I25 32,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 01 23.55179(N),106 38 17.37664(W),NAD 83,(1992),ADJUSTED  , 1570.03 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20041222,MARK NOT FOUND  ,GEOCAC,,,C
140,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1125,-106.57554, 35.21278,FO1125,I25 9,NM,BERNALILLO,ALAMEDA (1990),35 12 45.99430(N),106 34 31.93503(W),NAD 83,(1992),ADJUSTED  , 1582.66 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050225,GOOD            ,GEOCAC,,,C
141,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0993,-106.49358, 35.06808,FO0993,I40 1,NM,BERNALILLO,TIJERAS (1990),35 04 05.07233(N),106 29 36.88380(W),NAD 83,(1992),ADJUSTED  , 1744.61 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20061111,MARK NOT FOUND  ,GEOCAC,,,C
142,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1191,-106.59534, 35.10366,FO1191,I40 10,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 06 13.17834(N),106 35 43.21329(W),NAD 83,(1992),ADJUSTED  , 1584.17 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20040922,GOOD            ,GEOCAC,N,20040922,C
143,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1213,-106.60421, 35.10572,FO1213,I40 11,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 06 20.60640(N),106 36 15.15055(W),NAD 83,(1992),ADJUSTED  , 1566.33 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20040916,MARK NOT FOUND  ,GEOCAC,,,C
144,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1257,-106.61245, 35.10921,FO1257,I40 12,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 06 33.15784(N),106 36 44.81775(W),NAD 83,(1992),ADJUSTED  , 1560.01 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20071107,GOOD            ,INDIV,N,20040922,C
145,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1289,-106.63063, 35.10397,FO1289,I40 13,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 06 14.28668(N),106 37 50.25034(W),NAD 83,(1992),ADJUSTED  , 1551.17 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,1969    ,MONUMENTED      ,NMHD,,,C
146,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1339,-106.65055, 35.10679,FO1339,I40 14,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 06 24.43081(N),106 39 01.99511(W),NAD 83,(1992),ADJUSTED  , 1519.45 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050116,MARK NOT FOUND  ,GEOCAC,,,C
147,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1335,-106.65780, 35.10613,FO1335,I40 15,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 06 22.05070(N),106 39 28.07158(W),NAD 83,(1992),ADJUSTED  , 1521.02 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050116,MARK NOT FOUND  ,GEOCAC,,,C
148,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1305,-106.67039, 35.10503,FO1305,I40 16,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 06 18.10243(N),106 40 13.40899(W),NAD 83,(1992),ADJUSTED  , 1519.81 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20051211,MARK NOT FOUND  ,GEOCAC,,,C
149,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1283,-106.69951, 35.10748,FO1283,I40 17,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 06 26.94385(N),106 41 58.22725(W),NAD 83,(1992),ADJUSTED  , 1555.72 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20051211,MARK NOT FOUND  ,GEOCAC,,,C
150,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1273,-106.70518, 35.10671,FO1273,I40 18,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 06 24.14432(N),106 42 18.65414(W),NAD 83,(1992),ADJUSTED  , 1556.52 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20051211,MARK NOT FOUND  ,GEOCAC,,,C
151,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1203,-106.51532, 35.07694,FO1203,I40 2,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 04 36.99456(N),106 30 55.13607(W),NAD 83,(1992),ADJUSTED  , 1695.20 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,1969    ,MONUMENTED      ,NMHD,,,C
152,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1199,-106.53243, 35.08268,FO1199,I40 3,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 04 57.63783(N),106 31 56.76260(W),NAD 83,(1992),ADJUSTED  , 1662.80 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20041219,MARK NOT FOUND  ,GEOCAC,,,C
153,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1231,-106.53805, 35.08506,FO1231,I40 4,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 05 06.22288(N),106 32 16.98834(W),NAD 83,(1992),ADJUSTED  , 1649.08 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20030805,MARK NOT FOUND  ,USPSQD,,,C
154,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1193,-106.55067, 35.09059,FO1193,I40 5,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 05 26.12051(N),106 33 02.39402(W),NAD 83,(1992),ADJUSTED  , 1635.49 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20041219,MARK NOT FOUND  ,GEOCAC,,,C
155,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0999,-107.06387, 34.99985,EQ0999,I40 51,NM,BERNALILLO,SOUTH GARCIA (1971),34 59 59.45132(N),107 03 49.91902(W),NAD 83,(1992),ADJUSTED  , 1721.42 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1971    ,1971    ,MONUMENTED      ,NMHD,,,D
156,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ1000,-107.07748, 34.99540,EQ1000,I40 52,NM,BERNALILLO,SOUTH GARCIA (1971),34 59 43.42789(N),107 04 38.93950(W),NAD 83,(1992),ADJUSTED  , 1732.72 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1971    ,20090920,GOOD            ,GEOCAC,,,D
157,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1226,-106.55943, 35.09330,FO1226,I40 6,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 05 35.87281(N),106 33 33.96289(W),NAD 83,(1992),ADJUSTED  , 1625.33 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20041006,GOOD            ,GEOCAC,N,20041006,C
158,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1210,-106.56875, 35.09704,FO1210,I40 7,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 05 49.33835(N),106 34 07.51173(W),NAD 83,(1992),ADJUSTED  , 1615.23 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20041219,MARK NOT FOUND  ,GEOCAC,,,C
159,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1204,-106.57747, 35.10058,FO1204,I40 8,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 06 02.09711(N),106 34 38.89299(W),NAD 83,(1992),ADJUSTED  , 1601.74 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20041025,MARK NOT FOUND  ,GEOCAC,,,C
160,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1195,-106.58807, 35.10485,FO1195,I40 9,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 06 17.47571(N),106 35 17.05461(W),NAD 83,(1992),ADJUSTED  , 1589.31 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20040923,MARK NOT FOUND  ,GEOCAC,,,C
161,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1426,-106.81035, 35.05941,FO1426,I40 EE,NM,BERNALILLO,LA MESITA NEGRA SE (1990),35 03 33.88894(N),106 48 37.26522(W),NAD 83,(1992),ADJUSTED  , 1758.53 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20051105,GOOD            ,GEOCAC,Y,20051105,C
162,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0996,-106.48429, 35.05407,FO0996,I40 R1,NM,BERNALILLO,TIJERAS (1990),35 03 14.63485(N),106 29 03.45434(W),NAD 83,(1992),ADJUSTED  , 1860.29 ,NAVD 88 ,VERTCON   ,,,3,Y,,,,,,,1970    ,1970    ,MONUMENTED      ,NMHD,,,D
163,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0985,-106.26090, 35.09049,FO0985,I40 R10,NM,BERNALILLO,SEDILLO (1995),35 05 25.76421(N),106 15 39.24872(W),NAD 83,(1992),ADJUSTED  , 2079.47 ,NAVD 88 ,VERTCON   ,,,3,Y,,,,,,,1970    ,1970    ,MONUMENTED      ,NGS,,,D
164,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0971,-106.24387, 35.10252,FO0971,I40 R11,NM,BERNALILLO,EDGEWOOD (1990),35 06 09.06552(N),106 14 37.94514(W),NAD 83,(1992),ADJUSTED  , 2059.47 ,NAVD 88 ,VERTCON   ,,,3,Y,,,,,,,1970    ,1970    ,MONUMENTED      ,NGS,,,D
165,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1004,-106.42754, 35.06428,FO1004,I40 R2,NM,BERNALILLO,TIJERAS (1990),35 03 51.42220(N),106 25 39.16141(W),NAD 83,(1992),ADJUSTED  , 1885.18 ,NAVD 88 ,VERTCON   ,,,3,Y,,,,,,,1970    ,1970    ,MONUMENTED      ,NMHD,,,D
166,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1002,-106.40658, 35.07976,FO1002,I40 R3,NM,BERNALILLO,TIJERAS (1990),35 04 47.14573(N),106 24 23.68519(W),NAD 83,(1992),ADJUSTED  , 1909.10 ,NAVD 88 ,VERTCON   ,,,3,Y,,,,,,,1970    ,1970    ,MONUMENTED      ,NMHD,,,D
167,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0994,-106.38307, 35.07992,FO0994,I40 R4,NM,BERNALILLO,TIJERAS (1990),35 04 47.71512(N),106 22 59.06178(W),NAD 83,(1992),ADJUSTED  , 1955.09 ,NAVD 88 ,VERTCON   ,,,3,Y,,,,,,,1970    ,20051223,GOOD            ,GEOCAC,Y,20051223,D
168,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0980,-106.36705, 35.09647,FO0980,I40 R5,NM,BERNALILLO,SEDILLO (1995),35 05 47.30818(N),106 22 01.39669(W),NAD 83,(1992),ADJUSTED  , 1964.39 ,NAVD 88 ,VERTCON   ,,,3,Y,,,,,,,1970    ,1970    ,MONUMENTED      ,NMHD,,,D
169,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0986,-106.34960, 35.10287,FO0986,I40 R6,NM,BERNALILLO,SEDILLO (1995),35 06 10.34065(N),106 20 58.56386(W),NAD 83,(1992),ADJUSTED  , 2004.10 ,NAVD 88 ,VERTCON   ,,,3,Y,,,,,,,1970    ,1970    ,MONUMENTED      ,NMHD,,,D
170,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0981,-106.32351, 35.11631,FO0981,I40 R7,NM,BERNALILLO,SEDILLO (1995),35 06 58.73061(N),106 19 24.62153(W),NAD 83,(1992),ADJUSTED  , 2088.83 ,NAVD 88 ,VERTCON   ,,,3,Y,,,,,,,1970    ,1970    ,MONUMENTED      ,NMHD,,,D
171,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0983,-106.29836, 35.10376,FO0983,I40 R8,NM,BERNALILLO,SEDILLO (1995),35 06 13.52001(N),106 17 54.10688(W),NAD 83,(2011),ADJUSTED  , 2133.0  ,NAVD 88 ,GPS OBS   ,2113.444,ADJUSTED,,,,,,,,,1970    ,19990813,GOOD            ,NGS,Y,19990813,C
172,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0984,-106.28145, 35.10053,FO0984,I40 R9,NM,BERNALILLO,SEDILLO (1995),35 06 01.90008(N),106 16 53.21924(W),NAD 83,(1992),ADJUSTED  , 2149.99 ,NAVD 88 ,VERTCON   ,,,3,Y,,,,,,,1970    ,1970    ,MONUMENTED      ,NGS,,,D
173,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0668,-106.70875, 34.90185,EQ0668,ISLETA AZ MK,NM,BERNALILLO,ISLETA (1991),34 54 06.65892(N),106 42 31.50241(W),NAD 83,(1992),ADJUSTED  , 1517.119,NAVD 88 ,ADJUSTED  ,,,2,Y,1,2,Y,,,,1946    ,20070109,GOOD            ,INDIV,Y,20070109,C
174,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0071,-106.22611, 34.88611,EQ0071,J 135,NM,BERNALILLO,CHILILI (1991),34 53 10.     (N),106 13 34.     (W),NAD 83,(1986),SCALED    , 2083.442,NAVD 88 ,ADJUSTED  ,,,,,2,0,Y,,,,1935    ,1954    ,GOOD            ,USGS,,,A
175,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0078,-106.33028, 34.99000,EQ0078,J 2,NM,BERNALILLO,ESCABOSA (1995),34 59 24.     (N),106 19 49.     (W),NAD 83,(1986),SCALED    , 2306.007,NAVD 88 ,ADJUSTED  ,,,,,2,0,Y,,,,1934    ,1935    ,GOOD            ,CGS,,,C
176,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0293,-106.69611, 34.91028,EQ0293,J 224,NM,BERNALILLO,ISLETA (1991),34 54 37.     (N),106 41 46.     (W),NAD 83,(1986),SCALED    , 1492.498,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1951    ,20061201,MARK NOT FOUND  ,INDIV,,,D
177,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0313,-106.71639, 35.08528,FO0313,J 225,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 05 07.     (N),106 42 59.     (W),NAD 83,(1986),SCALED    , 1555.231,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1951    ,20050206,MARK NOT FOUND  ,GEOCAC,,,C
178,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0303,-106.81306, 35.17278,FO0303,J 227,NM,BERNALILLO,THE VOLCANOES (1990),35 10 22.     (N),106 48 47.     (W),NAD 83,(1986),SCALED    , 1782.217,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1951    ,20120405,GOOD            ,INDIV,Y,20120405,C
179,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0180,-106.33944, 35.01611,FO0180,J 3,NM,BERNALILLO,SEDILLO (1995),35 00 58.     (N),106 20 22.     (W),NAD 83,(1986),SCALED    , 2192.851,NAVD 88 ,ADJUSTED  ,,,,,2,0,Y,,,,1934    ,1954    ,MARK NOT FOUND  ,USGS,,,A
180,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0812,-106.68972, 35.10639,FO0812,J 424,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 06 23.     (N),106 41 23.     (W),NAD 83,(1986),SCALED    , 1522.136,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1982    ,20051211,MARK NOT FOUND  ,GEOCAC,,,A
181,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=AC8346,-106.69028, 35.10639,AC8346,J 424 RESET,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 06 23.     (N),106 41 25.     (W),NAD 83,(1986),SCALED    , 1521.18 ,NAVD 88 ,RESET     ,,,,,3,,Y,,,,1993    ,20051211,GOOD            ,GEOCAC,Y,1993,B
182,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1104,-106.51569, 35.13048,FO1104,JT 1,NM,BERNALILLO,ALAMEDA (1990),35 07 49.71447(N),106 30 56.49258(W),NAD 83,(1992),ADJUSTED  , 1744.93 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20030926,MARK NOT FOUND  ,INDIV,,,C
183,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1216,-106.51568, 35.11607,FO1216,JT 2,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 06 57.86880(N),106 30 56.44262(W),NAD 83,(1992),ADJUSTED  , 1713.19 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20030926,MARK NOT FOUND  ,INDIV,,,C
184,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1212,-106.51540, 35.09947,FO1212,JT 3,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 05 58.10897(N),106 30 55.45072(W),NAD 83,(1992),ADJUSTED  , 1712.06 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050115,MARK NOT FOUND  ,GEOCAC,,,C
185,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1222,-106.51505, 35.08656,FO1222,JT 4,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 05 11.61583(N),106 30 54.18762(W),NAD 83,(1992),ADJUSTED  , 1699.54 ,NAVD 88 ,VERTCON   ,,,2,Y,,,,,,,1969    ,20050115,MARK NOT FOUND  ,GEOCAC,,,C
186,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=EQ0297,-106.68056, 34.93000,EQ0297,K 224,NM,BERNALILLO,ISLETA (1991),34 55 48.     (N),106 40 50.     (W),NAD 83,(1986),SCALED    , 1493.210,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1951    ,1982    ,GOOD            ,NGS,,,D
187,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0314,-106.71583, 35.08500,FO0314,K 225,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 05 06.     (N),106 42 57.     (W),NAD 83,(1986),SCALED    , 1555.462,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1951    ,20050206,MARK NOT FOUND  ,GEOCAC,,,D
188,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0304,-106.81333, 35.15056,FO0304,K 227,NM,BERNALILLO,THE VOLCANOES (1990),35 09 02.     (N),106 48 48.     (W),NAD 83,(1986),SCALED    , 1783.051,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1951    ,20120405,GOOD            ,INDIV,Y,20120405,C
189,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0813,-106.69417, 35.10667,FO0813,K 424,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 06 24.     (N),106 41 39.     (W),NAD 83,(1986),SCALED    , 1529.969,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1982    ,20051211,MARK NOT FOUND  ,GEOCAC,,,A
190,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=AC8347,-106.69472, 35.10667,AC8347,K 424 RESET,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 06 24.     (N),106 41 41.     (W),NAD 83,(1986),SCALED    , 1528.96 ,NAVD 88 ,RESET     ,,,,,3,,Y,,,,1993    ,20051211,GOOD            ,GEOCAC,Y,1993,B
191,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0342,-106.62194, 35.05028,FO0342,KIRT,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 03 01.     (N),106 37 19.     (W),NAD 83,(1986),SCALED    , 1616.290,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1951    ,19960108,MARK NOT FOUND  ,CHANCE,,,C
192,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0346,-106.61932, 35.04939,FO0346,KIRTLAND 2,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 02 57.81227(N),106 37 09.55264(W),NAD 83,(1992),ADJUSTED  , 1618.63 ,NAVD 88 ,RESET     ,,,1,Y,3,,N,,,,1969    ,19960109,MARK NOT FOUND  ,CHANCE,,,D
193,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0347,-106.61933, 35.04957,FO0347,KIRTLAND 2 RM 3,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 02 58.47   (N),106 37 09.58   (W),NAD 83,(1986),HD_HELD1  , 1618.15 ,NAVD 88 ,RESET     ,,,,,3,,N,,,,1969    ,19960109,MARK NOT FOUND  ,CHANCE,,,C
194,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0348,-106.61909, 35.04942,FO0348,KIRTLAND 2 RM 4,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 02 57.93   (N),106 37 08.73   (W),NAD 83,(1986),HD_HELD1  , 1619.12 ,NAVD 88 ,RESET     ,,,,,3,,N,,,,1969    ,19960109,MARK NOT FOUND  ,CHANCE,,,D
195,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0345,-106.62204, 35.04861,FO0345,KIRTLAND RM 2,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 02 55.00   (N),106 37 19.34   (W),NAD 83,(1986),HD_HELD1  , 1617.862,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1946    ,19960109,MARK NOT FOUND  ,CHANCE,,,D
196,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO1693,-106.62194, 35.05861,FO1693,L 16,NM,BERNALILLO,ALBUQUERQUE EAST (1990),35 03 31.     (N),106 37 19.     (W),NAD 83,(1986),SCALED    , 1582.320,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,UNK     ,20041221,MARK NOT FOUND  ,GEOCAC,Y,19911002,D
197,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0230,-106.64500, 35.09444,FO0230,L 224,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 05 40.     (N),106 38 42.     (W),NAD 83,(1986),SCALED    , 1512.597,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1951    ,20050116,MARK NOT FOUND  ,GEOCAC,,,D
198,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0231,-106.64528, 35.09444,FO0231,L 224 RESET,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 05 40.     (N),106 38 43.     (W),NAD 83,(1986),SCALED    , 1512.175,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1953    ,20050116,MARK NOT FOUND  ,GEOCAC,,,B
199,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0315,-106.72333, 35.08028,FO0315,L 225,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 04 49.     (N),106 43 24.     (W),NAD 83,(1986),SCALED    , 1556.011,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1951    ,20050206,MARK NOT FOUND  ,GEOCAC,,,C
200,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0305,-106.81389, 35.14722,FO0305,L 227,NM,BERNALILLO,THE VOLCANOES (1990),35 08 50.     (N),106 48 50.     (W),NAD 83,(1986),SCALED    , 1782.934,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1951    ,1951    ,MONUMENTED      ,CGS,,,C
201,20140526,http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=FO0814,-106.70500, 35.10667,FO0814,L 424,NM,BERNALILLO,ALBUQUERQUE WEST (1990),35 06 24.     (N),106 42 18.     (W),NAD 83,(1986),SCALED    , 1554.101,NAVD 88 ,ADJUSTED  ,,,,,1,2,Y,,,,1982    ,20051211,MARK NOT FOUND  ,GEOCAC,,,A
